date,total_users
2020-04-25T00:00:00+00:00,50736
2020-04-26T00:00:00+00:00,51110
2020-04-27T00:00:00+00:00,51476
2020-04-28T00:00:00+00:00,51850
2020-04-29T00:00:00+00:00,52326
2020-04-30T00:00:00+00:00,52733
2020-05-01T00:00:00+00:00,53184
2020-05-02T00:00:00+00:00,53681
2020-05-03T00:00:00+00:00,54068
2020-05-04T00:00:00+00:00,54416
2020-05-05T00:00:00+00:00,54847
2020-05-06T00:00:00+00:00,55280
2020-05-07T00:00:00+00:00,55707
2020-05-08T00:00:00+00:00,56159
2020-05-09T00:00:00+00:00,56618
2020-05-10T00:00:00+00:00,57005
2020-05-11T00:00:00+00:00,57423
2020-05-12T00:00:00+00:00,57848
2020-05-13T00:00:00+00:00,58239
2020-05-14T00:00:00+00:00,58685
2020-05-15T00:00:00+00:00,59158
2020-05-16T00:00:00+00:00,59691
2020-05-17T00:00:00+00:00,60499
2020-05-18T00:00:00+00:00,61199
2020-05-19T00:00:00+00:00,61901
2020-05-20T00:00:00+00:00,62471
2020-05-21T00:00:00+00:00,62857
2020-05-22T00:00:00+00:00,63256
2020-05-23T00:00:00+00:00,63717
2020-05-24T00:00:00+00:00,64141
2020-05-25T00:00:00+00:00,64536
2020-05-26T00:00:00+00:00,65020
2020-05-27T00:00:00+00:00,65418
2020-05-28T00:00:00+00:00,65805
2020-05-29T00:00:00+00:00,66239
2020-05-30T00:00:00+00:00,66602
2020-05-31T00:00:00+00:00,67095
2020-06-01T00:00:00+00:00,67507
2020-06-02T00:00:00+00:00,67984
2020-06-03T00:00:00+00:00,68533
2020-06-04T00:00:00+00:00,69144
2020-06-05T00:00:00+00:00,69734
2020-06-06T00:00:00+00:00,70284
2020-06-07T00:00:00+00:00,70809
2020-06-08T00:00:00+00:00,71302
2020-06-09T00:00:00+00:00,71846
2020-06-10T00:00:00+00:00,72408
2020-06-11T00:00:00+00:00,72858
2020-06-12T00:00:00+00:00,73325
2020-06-13T00:00:00+00:00,73742
2020-06-14T00:00:00+00:00,74147
2020-06-15T00:00:00+00:00,74541
2020-06-16T00:00:00+00:00,75110
2020-06-17T00:00:00+00:00,75692
2020-06-18T00:00:00+00:00,76381
2020-06-19T00:00:00+00:00,77219
2020-06-20T00:00:00+00:00,77940
2020-06-21T00:00:00+00:00,78839
2020-06-22T00:00:00+00:00,79770
2020-06-23T00:00:00+00:00,80672
2020-06-24T00:00:00+00:00,81792
2020-06-25T00:00:00+00:00,82633
2020-06-26T00:00:00+00:00,83437
2020-06-27T00:00:00+00:00,84267
2020-06-28T00:00:00+00:00,84975
2020-06-29T00:00:00+00:00,85722
2020-06-30T00:00:00+00:00,86437
2020-07-01T00:00:00+00:00,87595
2020-07-02T00:00:00+00:00,88589
2020-07-03T00:00:00+00:00,89746
2020-07-04T00:00:00+00:00,90708
2020-07-05T00:00:00+00:00,91578
2020-07-06T00:00:00+00:00,92482
2020-07-07T00:00:00+00:00,93418
2020-07-08T00:00:00+00:00,94361
2020-07-09T00:00:00+00:00,95360
2020-07-10T00:00:00+00:00,96300
2020-07-11T00:00:00+00:00,97101
2020-07-12T00:00:00+00:00,98126
2020-07-13T00:00:00+00:00,99437
2020-07-14T00:00:00+00:00,100526
2020-07-15T00:00:00+00:00,101621
2020-07-16T00:00:00+00:00,102685
2020-07-17T00:00:00+00:00,104362
2020-07-18T00:00:00+00:00,105979
2020-07-19T00:00:00+00:00,107835
2020-07-20T00:00:00+00:00,109639
2020-07-21T00:00:00+00:00,111497
2020-07-22T00:00:00+00:00,113547
2020-07-23T00:00:00+00:00,115303
2020-07-24T00:00:00+00:00,117230
2020-07-25T00:00:00+00:00,119523
2020-07-26T00:00:00+00:00,121863
2020-07-27T00:00:00+00:00,124192
2020-07-28T00:00:00+00:00,126171
2020-07-29T00:00:00+00:00,128308
2020-07-30T00:00:00+00:00,130418
2020-07-31T00:00:00+00:00,133616
2020-08-01T00:00:00+00:00,135911
2020-08-02T00:00:00+00:00,137629
2020-08-03T00:00:00+00:00,139633
2020-08-04T00:00:00+00:00,141938
2020-08-05T00:00:00+00:00,144103
2020-08-06T00:00:00+00:00,146444
2020-08-07T00:00:00+00:00,149415
2020-08-08T00:00:00+00:00,152581
2020-08-09T00:00:00+00:00,156404
2020-08-10T00:00:00+00:00,161022
2020-08-11T00:00:00+00:00,165400
2020-08-12T00:00:00+00:00,169948
2020-08-13T00:00:00+00:00,173556
2020-08-14T00:00:00+00:00,176828
2020-08-15T00:00:00+00:00,180061
2020-08-16T00:00:00+00:00,184067
2020-08-17T00:00:00+00:00,187319
2020-08-18T00:00:00+00:00,191156
2020-08-19T00:00:00+00:00,194710
2020-08-20T00:00:00+00:00,198355
2020-08-21T00:00:00+00:00,201838
2020-08-22T00:00:00+00:00,204497
2020-08-23T00:00:00+00:00,207833
2020-08-24T00:00:00+00:00,211074
2020-08-25T00:00:00+00:00,213961
2020-08-26T00:00:00+00:00,217147
2020-08-27T00:00:00+00:00,219818
2020-08-28T00:00:00+00:00,222570
2020-08-29T00:00:00+00:00,226072
2020-08-30T00:00:00+00:00,232009
2020-08-31T00:00:00+00:00,238200
2020-09-01T00:00:00+00:00,245086
2020-09-02T00:00:00+00:00,250777
2020-09-03T00:00:00+00:00,255440
2020-09-04T00:00:00+00:00,258793
2020-09-05T00:00:00+00:00,261240
2020-09-06T00:00:00+00:00,263860
2020-09-07T00:00:00+00:00,266461
2020-09-08T00:00:00+00:00,268841
2020-09-09T00:00:00+00:00,271235
2020-09-10T00:00:00+00:00,273805
2020-09-11T00:00:00+00:00,276237
2020-09-12T00:00:00+00:00,279247
2020-09-13T00:00:00+00:00,281986
2020-09-14T00:00:00+00:00,284770
2020-09-15T00:00:00+00:00,287904
2020-09-16T00:00:00+00:00,290418
2020-09-17T00:00:00+00:00,294843
2020-09-18T00:00:00+00:00,301546
2020-09-19T00:00:00+00:00,307797
2020-09-20T00:00:00+00:00,313463
2020-09-21T00:00:00+00:00,318123
2020-09-22T00:00:00+00:00,323795
2020-09-23T00:00:00+00:00,328619
2020-09-24T00:00:00+00:00,333189
2020-09-25T00:00:00+00:00,338263
2020-09-26T00:00:00+00:00,342784
2020-09-27T00:00:00+00:00,347397
2020-09-28T00:00:00+00:00,352040
2020-09-29T00:00:00+00:00,356640
2020-09-30T00:00:00+00:00,361117
2020-10-01T00:00:00+00:00,365025
2020-10-02T00:00:00+00:00,369214
2020-10-03T00:00:00+00:00,373606
2020-10-04T00:00:00+00:00,379582
